token,label
them,O
to,O
data,B
in,I
three,I
languages,I
from,O
different,B
language,I
groups,I
â,O
English,B
",",O
Spanish,B
",",O
and,O
Russian,B
â,O
achieving,O
state,B
-,I
of,I
-,I
the,I
-,I
art,I
results,O
with,O
little,B
supervision,I
.,O
Finally,O
",",O
we,O
demonstrate,O
that,O
statistical,B
methods,I
an,O
facilitate,O
and,O
scale,B
up,I
cross,B
-,I
linguistic,I
research,O
on,O
metaphor,B
.,O
In,O
this,O
article,O
",",O
we,O
explore,O
the,O
potential,O
of,O
using,O
sentence,B
-,I
level,I
discourse,I
structure,I
for,O
machine,B
translation,I
evaluation,I
.,O
We,O
first,O
design,O
discourse,B
-,I
aware,I
similarity,B
measures,I
",",O
which,O
use,O
all,B
-,I
subtree,I
kernels,I
to,O
compare,O
discourse,B
parse,I
trees,I
in,O
accordance,O
with,O
the,O
Rhetorical,B
Structure,I
Theory,I
(,O
RST,I
),O
.,O
Then,O
",",O
we,O
show,O
that,O
a,O
simple,O
linear,B
combination,I
with,O
these,O
measures,O
can,O
help,O
improve,O
various,O
existing,O
machine,B
translation,I
evaluation,I
metrics,I
regarding,O
correlation,B
with,I
human,I
judgments,I
both,O
at,O
the,O
segment,B
level,I
and,O
at,O
the,O
system,B
level,I
.,O
This,O
suggests,O
that,O
discourse,B
information,I
is,O
complementary,O
to,O
the,O
information,O
used,O
by,O
many,O
of,O
the,O
existing,O
evaluation,B
metrics,I
",",O
and,O
thus,O
it,O
could,O
be,O
taken,O
into,O
account,O
when,O
developing,O
richer,O
evaluation,B
metrics,I
",",O
such,O
as,O
the,O
WMT-14,B
winning,O
combined,O
metric,B
DiscoTKparty,B
.,O
We,O
also,O
provide,O
a,O
detailed,O
analysis,O
of,O
the,O
relevance,O
of,O
various,O
discourse,B
elements,I
and,O
relations,O
from,O
the,O
RST,B
parse,I
trees,I
for,O
machine,B
translation,I
evaluation,I
.,O
In,O
particular,O
",",O
we,O
show,O
that,O
(,O
i,O
),O
all,O
aspects,O
of,O
the,O
RST,B
tree,I
are,O
relevant,O
",",O
(,O
ii,O
),O
nuclearity,B
is,O
more,O
useful,O
than,O
relation,B
type,I
",",O
and,O
(,O
iii,O
),O
the,O
similarity,B
of,O
the,O
translation,B
RST,B
tree,I
to,O
the,O
reference,O
RST,B
tree,I
is,O
positively,B
correlated,I
with,O
translation,B
quality,I
.,O
This,O
article,O
considers,O
the,O
problem,O
of,O
correcting,B
errors,I
made,O
by,O
English,B
as,O
a,O
Second,B
Language,I
writers,O
from,O
a,O
machine,B
learning,I
perspective,I
",",O
and,O
addresses,O
an,O
important,O
issue,O
of,O
developing,O
an,O
appropriate,O
training,B
paradigm,I
for,O
the,O
task,O
",",O
one,O
that,O
accounts,O
for,O
error,B
patterns,I
of,O
non,O
-,O
native,O
writers,O
using,O
minimal,B
supervision,I
.,O
Existing,O
training,B
approaches,I
present,O
a,O
trade,O
-,O
off,O
between,O
large,B
amounts,I
of,I
cheap,I
data,I
offered,O
by,O
the,O
native,B
-,I
trained,I
models,I
and,O
additional,O
knowledge,B
of,I
learner,I
error,I
patterns,I
provided,O
by,O
the,O
more,O
expensive,O
method,B
of,I
training,I
on,O
annotated,B
learner,O
data,B
.,O
We,O
propose,O
a,O
novel,O
training,B
approach,I
that,O
draws,O
on,O
the,O
strengths,O
offered,O
by,O
the,O
two,O
standard,O
training,B
paradigms,I
â,O
of,O
training,B
either,O
on,O
native,O
or,O
on,O
annotated,B
learner,I
data,I
â,O
and,O
that,O
outperforms,B
both,O
of,O
these,O
standard,B
methods,I
.,O
Using,O
the,O
key,O
observation,O
that,O
parameters,B
relating,O
to,O
error,O
regularities,O
exhibited,O
by,O
non,O
-,O
native,O
writers,O
are,O
relatively,O
simple,O
",",O
we,O
develop,O
models,B
that,O
can,O
incorporate,O
knowledge,B
about,O
error,O
regularities,O
based,O
on,O
a,O
small,O
annotated,B
sample,O
but,O
that,O
are,O
otherwise,O
trained,B
on,O
native,B
English,I
data,I
.,O
The,O
key,O
contribution,O
of,O
this,O
article,O
is,O
the,O
introduction,O
and,O
analysis,O
of,O
two,O
methods,B
for,O
adapting,O
the,O
learned,B
models,I
to,O
error,O
patterns,O
of,O
non,O
-,O
native,O
writers,O
;,O
one,O
method,B
that,O
applies,O
to,O
generative,B
classifiers,I
and,O
a,O
second,O
that,O
applies,O
to,O
discriminative,B
classifiers,I
.,O
Both,O
methods,B
demonstrated,O
state,B
-,I
of,I
-,I
the,I
-,I
art,I
performance,I
in,O
several,O
text,B
correction,I
competitions,O
.,O
In,O
particular,O
",",O
the,O
Illinois,B
system,I
that,O
implements,O
these,O
methods,B
ranked,O
at,O
the,O
top,O
in,O
two,O
recent,O
CoNLL,B
shared,O
tasks,O
on,O
error,I
correction,I
We,O
conduct,O
further,O
evaluation,B
of,O
the,O
proposed,O
approaches,B
studying,O
the,O
effect,O
of,O
using,O
error,B
data,I
from,O
speakers,B
of,O
the,O
same,O
native,B
language,I
",",O
languages,B
that,O
are,O
closely,O
related,O
linguistically,B
",",O
and,O
unrelated,B
languages,I
.,O
We,O
present,O
novel,O
methods,B
for,O
analyzing,B
the,I
activation,I
patterns,I
of,O
recurrent,B
neural,I
networks,I
from,O
a,O
linguistic,B
point,I
of,I
view,I
and,O
explore,O
the,O
types,B
of,I
linguistic,I
structure,I
they,O
learn,O
.,O
As,O
a,O
case,O
study,O
",",O
we,O
use,O
a,O
standard,B
standalone,I
language,I
model,I
",",O
and,O
a,O
multi,B
-,I
task,I
gated,I
recurrent,I
network,I
architecture,I
consisting,O
of,O
two,O
parallel,O
pathways,O
with,O
shared,O
word,B
embeddings,I
:,O
The,O
Visual,B
pathway,I
is,O
trained,B
on,O
predicting,B
the,I
representations,I
of,O
the,O
visual,O
scene,O
corresponding,O
to,O
an,O
input,B
sentence,I
",",O
and,O
the,O
Textual,B
pathway,I
is,O
trained,B
to,O
predict,B
the,I
next,I
word,I
in,O
the,O
same,O
sentence,B
.,O
We,O
propose,O
a,O
method,B
for,O
estimating,O
the,O
amount,O
of,O
contribution,O
of,O
individual,O
tokens,B
in,O
the,O
input,B
to,O
the,O
final,B
prediction,I
of,O
the,O
networks,B
.,O
Using,O
this,O
method,B
",",O
we,O
show,O
that,O
the,O
Visual,B
pathway,I
pays,O
selective,O
attention,O
to,O
lexical,B
categories,I
and,O
grammatical,B
functions,I
that,O
carry,B
semantic,I
information,I
",",O
and,O
learns,B
to,O
treat,O
word,B
types,O
differently,O
depending,O
on,O
their,O
grammatical,B
function,I
and,O
their,O
position,B
in,I
the,I
sequential,I
structure,I
of,O
the,O
sentence,O
.,O
In,O
contrast,O
",",O
the,O
language,B
models,I
are,O
comparatively,O
more,O
sensitive,O
to,O
words,B
with,I
a,I
syntactic,I
function,I
.,O
Further,O
analysis,O
of,O
the,O
most,O
informative,O
n,B
-,I
gram,I
contexts,I
for,O
each,O
model,B
shows,O
that,O
in,O
comparison,O
with,O
the,O
VISUAL,B
pathway,I
",",O
the,O
language,B
models,I
react,O
more,O
strongly,O
to,O
abstract,O
contexts,B
that,O
represent,B
syntactic,I
constructions,I
.,O
We,O
introduce,O
HyperLex,B
â,O
a,O
data,B
set,I
and,O
evaluation,B
resource,I
that,O
quantifies,O
the,O
extent,O
of,O
the,O
semantic,B
category,I
membership,I
",",O
that,O
is,O
",",O
type,O
-,O
of,O
relation,O
",",O
also,O
known,O
as,O
hyponymy,B
â,O
hypernymy,B
or,O
lexical,B
entailment,I
(,O
LE,B
),O
relation,O
between,O
"2,616",O
concept,B
pairs,I
.,O
Cognitive,B
psychology,I
research,O
has,O
established,O
that,O
typicality,O
and,O
category,B
/,I
class,I
membership,I
are,O
computed,O
in,O
human,B
semantic,I
memory,I
as,O
a,O
gradual,B
rather,O
than,O
binary,B
relation,I
.,O
Nevertheless,O
",",O
most,O
NLP,B
research,O
and,O
existing,O
large,B
-,I
scale,I
inventories,I
of,O
concept,B
category,I
membership,I
(,O
WordNet,B
",",O
DBPedia,B
",",O
etc,O
.,O
),O
treat,O
category,B
membership,I
and,O
LE,B
as,O
binary,B
.,O
To,O
address,O
this,O
",",O
we,O
asked,O
hundreds,O
of,O
native,B
English,I
speakers,I
to,O
indicate,O
typicality,O
and,O
strength,O
of,O
category,B
membership,I
between,O
a,O
diverse,O
range,O
of,O
concept,B
pairs,I
on,O
a,O
crowdsourcing,O
platform,O
.,O
Our,O
results,O
confirm,O
that,O
category,B
membership,I
and,O
LE,B
are,O
indeed,O
more,O
gradual,B
than,O
binary,B
.,O
We,O
then,O
compare,O
these,O
human,B
judgments,I
with,O
the,O
predictions,B
of,O
automatic,O
systems,O
",",O
which,O
reveals,O
a,O
huge,O
gap,O
between,O
human,B
performance,I
and,O
state,B
-,I
of,I
-,I
the,I
-,I
art,I
LE,B
",",O
distributional,B
and,O
representation,B
learning,I
models,I
",",O
and,O
substantial,O
differences,O
between,O
the,O
models,B
themselves,O
.,O
We,O
discuss,O
a,O
pathway,O
for,O
improving,O
semantic,B
models,I
to,O
overcome,O
this,O
discrepancy,O
",",O
and,O
indicate,O
future,O
application,B
areas,I
for,O
improved,O
graded,B
LE,I
systems,I
.,O
We,O
explore,O
the,O
concept,O
of,O
hybrid,B
grammars,I
",",O
which,O
formalize,B
and,O
generalize,B
a,O
range,O
of,O
existing,B
frameworks,I
for,O
dealing,O
with,O
discontinuous,B
syntactic,I
structures,I
.,O
Covered,O
are,O
both,O
discontinuous,B
phrase,I
structures,I
and,O
non,B
-,I
projective,I
dependency,I
structures,I
.,O
Technically,O
",",O
hybrid,B
grammars,I
are,O
related,O
to,O
synchronous,B
grammars,I
",",O
where,O
one,O
grammar,B
component,I
generates,O
linear,B
structures,I
and,O
another,O
generates,O
hierarchical,B
structures,I
.,O
By,O
coupling,O
lexical,B
elements,I
of,O
both,O
components,B
together,O
",",O
discontinuous,B
structures,I
result,O
.,O
Several,O
types,O
of,O
hybrid,B
grammars,I
are,O
characterized,O
.,O
We,O
also,O
discuss,O
grammar,B
induction,I
from,O
treebanks,B
.,O
The,O
main,O
advantage,O
over,O
existing,O
frameworks,B
is,O
the,O
ability,O
of,O
hybrid,B
grammars,I
to,O
separate,O
discontinuity,B
of,O
the,O
desired,O
structures,B
from,O
time,B
complexity,I
of,I
parsing,I
.,O
This,O
permits,O
exploration,O
of,O
a,O
large,O
variety,O
of,O
parsing,B
algorithms,I
for,O
discontinuous,B
structures,I
",",O
with,O
different,O
properties,O
.,O
This,O
is,O
confirmed,O
by,O
the,O
reported,O
experimental,O
results,O
",",O
which,O
show,O
a,O
wide,O
variety,O
of,O
running,B
time,I
",",O
accuracy,B
",",O
and,O
frequency,B
of,I
parse,I
failures,I
.,O
In,O
this,O
article,O
",",O
we,O
conduct,O
an,O
empirical,O
investigation,B
of,I
translation,I
divergences,I
between,O
Chinese,B
and,O
English,B
relying,O
on,O
a,O
parallel,B
treebank,I
.,O
To,O
do,O
this,O
",",O
we,O
first,O
devise,B
a,I
hierarchical,I
alignment,I
scheme,I
where,O
Chinese,B
and,O
English,B
parse,B
trees,I
are,I
aligned,I
in,O
a,O
way,O
that,O
eliminates,O
conflicts,O
and,O
redundancies,O
between,O
word,B
alignments,I
and,O
syntactic,B
parses,I
to,O
prevent,O
the,O
generation,B
of,O
spurious,O
translation,B
divergences,I
.,O
Using,O
this,O
Hierarchically,B
Aligned,I
Chinese,I
â,I
English,I
Parallel,I
Treebank,I
(,O
HACEPT,B
),O
",",O
we,O
are,O
able,O
to,O
semi,B
-,I
automatically,I
identify,I
and,O
categorize,B
the,O
translation,B
divergences,I
between,O
the,O
two,O
languages,B
and,O
quantify,O
each,O
type,O
of,O
translation,B
divergence,I
.,O
Our,O
results,O
show,O
that,O
the,O
translation,B
divergences,I
are,O
much,O
broader,O
than,O
described,O
in,O
previous,O
studies,O
that,O
are,O
largely,O
based,O
on,O
anecdotal,B
evidence,I
and,O
linguistic,B
knowledge,I
.,O
The,O
distribution,B
of,I
the,I
translation,I
divergences,I
also,O
shows,O
that,O
some,O
high,O
-,O
profile,O
translation,B
divergences,I
that,O
motivate,O
previous,O
research,O
are,O
actually,O
very,O
rare,O
in,O
our,O
data,B
",",O
whereas,O
other,O
translation,B
divergences,I
that,O
have,O
previously,O
received,O
little,O
attention,O
actually,O
exist,O
in,O
large,O
quantities,O
.,O
We,O
also,O
show,O
that,O
HACEPT,B
allows,O
the,O
extraction,B
of,I
syntax,I
-,I
based,I
translation,I
rules,I
",",O
most,O
of,O
which,O
are,O
expressive,O
enough,O
to,O
capture,B
the,I
translation,I
divergences,I
",",O
and,O
point,O
out,O
that,O
the,O
syntactic,B
annotation,I
in,O
existing,O
treebanks,B
is,O
not,O
optimal,O
for,O
extracting,B
such,O
translation,B
rules,I
.,O
We,O
also,O
discuss,O
the,O
implications,O
of,O
our,O
study,O
for,O
attempts,O
to,O
bridge,O
translation,B
divergences,I
by,O
devising,B
shared,I
semantic,I
representations,I
across,I
languages,I
.,O
Our,O
quantitative,O
results,O
lend,O
further,O
support,O
to,O
the,O
observation,O
that,O
although,O
it,O
is,O
possible,O
to,O
bridge,O
some,O
translation,B
divergences,I
with,O
semantic,B
representations,I
",",O
other,O
translation,B
divergences,I
are,O
open,O
-,O
ended,O
",",O
thus,O
building,B
a,I
semantic,I
representation,I
that,O
captures,B
all,I
possible,I
translation,I
divergences,I
may,O
be,O
impractical,O
.,O
Probabilistic,B
finite,I
-,I
state,I
automata,I
are,O
a,O
formalism,B
that,O
is,O
widely,O
used,O
in,O
many,O
problems,O
of,O
automatic,B
speech,I
recognition,I
and,O
natural,B
language,I
processing,I
.,O
Probabilistic,B
finite,I
-,I
state,I
automata,I
are,O
closely,O
related,O
to,O
other,O
finite,B
-,I
state,I
models,I
as,O
weighted,B
finite,I
-,I
state,I
automata,I
",",O
word,B
lattices,I
",",O
and,O
hidden,B
Markov,I
models,I
.,O
Therefore,O
",",O
they,O
share,O
many,O
similar,O
properties,O
and,O
problems,O
.,O
Entropy,B
measures,I
of,O
finite,B
-,I
state,I
models,I
have,O
been,O
investigated,O
in,O
the,O
past,O
in,O
order,O
to,O
study,O
the,O
information,B
capacity,I
of,O
these,O
models,O
.,O
The,O
derivational,B
entropy,I
quantifies,O
the,O
uncertainty,B
that,O
the,O
model,O
has,O
about,O
the,O
probability,B
distribution,I
it,O
represents,O
.,O
The,O
derivational,B
entropy,I
in,O
a,O
finite,B
-,I
state,I
automaton,I
is,O
computed,O
from,O
the,O
probability,O
that,O
is,O
accumulated,O
in,O
all,O
of,O
its,O
individual,B
state,I
sequences,I
.,O
The,O
computation,O
of,O
the,O
entropy,B
from,O
a,O
weighted,B
finite,I
-,I
state,I
automaton,I
requires,O
a,O
normalized,B
model,I
.,O
This,O
article,O
studies,O
an,O
efficient,O
computation,O
of,O
the,O
derivational,B
entropy,I
of,O
left,O
-,O
to,O
-,O
right,O
probabilistic,B
finite,I
-,I
state,I
automata,I
",",O
and,O
it,O
introduces,O
an,O
efficient,O
algorithm,B
for,O
normalizing,O
weighted,B
finite,I
-,I
state,I
automata,I
.,O
The,O
efficient,O
computation,O
of,O
the,O
derivational,B
entropy,I
is,O
also,O
extended,O
to,O
continuous,B
hidden,I
Markov,I
models,I
.,O
The,O
general,O
problem,O
of,O
finding,O
satisfying,O
solutions,O
to,O
constraint,B
-,I
based,I
underspecified,I
representations,I
of,I
quantifier,I
scope,I
is,O
NP,B
-,I
complete,I
.,O
Existing,O
frameworks,B
",",O
including,O
Dominance,B
Graphs,I
",",O
Minimal,B
Recursion,I
Semantics,I
",",O
and,O
Hole,B
Semantics,I
",",O
have,O
struggled,O
to,O
balance,O
expressivity,B
and,O
tractability,B
in,O
order,O
to,O
cover,O
real,O
natural,B
language,I
sentences,I
with,O
efficient,B
algorithms,I
.,O
We,O
address,O
this,O
trade,O
-,O
off,O
with,O
a,O
general,B
principle,I
of,I
coherence,I
",",O
which,O
requires,O
that,O
every,O
variable,O
introduced,O
in,O
the,O
domain,O
of,O
discourse,O
must,O
contribute,O
to,O
the,O
overall,O
semantics,B
of,O
the,O
sentence,O
.,O
We,O
show,O
that,O
every,O
underspecified,B
representation,I
meeting,O
this,O
criterion,O
can,O
be,O
efficiently,O
processed,O
",",O
and,O
that,O
our,O
set,O
of,O
representations,O
subsumes,O
all,O
previously,O
identified,O
tractable,B
sets,I
.,O
Motivated,O
by,O
the,O
task,O
of,O
semantic,B
",",O
we,O
describe,O
a,O
transition,B
that,O
generalizes,O
standard,B
transition,I
-,I
based,I
dependency,I
parsing,I
techniques,I
to,O
generate,O
a,O
graph,B
rather,O
than,O
a,O
tree,B
.,O
Our,O
system,B
includes,O
a,O
cache,B
with,O
fixed,B
size,I
m,I
",",O
and,O
we,O
characterize,O
the,O
relationship,O
between,O
the,O
parameter,B
m,I
and,O
the,O
class,B
of,I
graphs,I
that,O
can,O
be,O
produced,O
through,O
the,O
graph,B
-,I
theoretic,I
concept,I
of,O
tree,B
decomposition,I
.,O
We,O
find,O
empirically,O
that,O
small,B
cache,I
sizes,I
cover,O
a,O
high,O
percentage,O
of,O
sentences,B
in,O
existing,O
semantic,B
corpora,I
.,O
Spurious,B
ambiguity,I
is,O
the,O
phenomenon,O
distinct,O
derivations,B
in,O
grammar,B
may,O
assign,O
the,O
same,O
structural,B
",",O
resulting,O
in,O
redundancy,B
in,O
the,O
parse,B
search,I
space,I
and,O
inefficiency,B
in,O
parsing,B
.,O
Understanding,O
the,O
problem,O
depends,O
on,O
identifying,O
the,O
essential,O
mathematical,B
structure,I
of,O
derivations,B
.,O
This,O
is,O
trivial,O
in,O
the,O
case,O
of,O
context,B
free,I
grammar,I
",",O
where,O
the,O
parse,B
structures,I
are,O
ordered,B
trees,I
;,O
in,O
the,O
case,O
of,O
type,B
logical,I
categorial,I
grammar,I
",",O
the,O
parse,B
structures,I
are,O
proof,B
nets,I
.,O
However,O
",",O
with,O
respect,O
to,O
multiplicatives,B
",",O
intrinsic,B
proof,I
nets,I
have,O
not,O
yet,O
been,O
given,O
for,O
displacement,B
calculus,I
",",O
and,O
proof,B
nets,I
for,O
additives,B
",",O
which,O
have,O
applications,O
to,O
polymorphism,B
",",O
are,O
not,O
easy,O
to,O
characterize,O
.,O
In,O
this,O
context,O
we,O
approach,O
here,O
multiplicative,B
-,I
additive,I
spurious,I
ambiguity,I
by,O
means,O
of,O
the,O
proof,B
-,I
theoretic,I
technique,I
of,I
focalization,I
.,O
Languages,O
vary,O
in,O
the,O
way,O
stress,B
is,O
assigned,O
to,O
syllables,O
within,O
words,O
.,O
This,O
article,O
investigates,O
the,O
learnability,B
of,O
stress,B
systems,I
in,O
a,O
wide,O
range,O
of,O
languages,O
.,O
The,O
stress,B
systems,I
can,O
be,O
described,O
using,O
finite,B
-,I
state,I
automata,I
with,O
symbols,O
indicating,O
levels,B
of,I
stress,I
(,O
primary,O
",",O
secondary,O
",",O
or,O
no,O
stress,O
),O
.,O
Finite,B
-,I
state,I
automata,I
have,O
been,O
the,O
focus,O
of,O
research,O
in,O
the,O
area,O
of,O
grammatical,B
inference,I
for,O
some,O
time,O
now,O
.,O
It,O
has,O
been,O
shown,O
that,O
finite,B
-,I
state,I
machines,I
are,O
learnable,B
from,O
examples,O
using,O
state,B
-,I
merging,I
.,O
One,O
such,O
approach,O
",",O
which,O
aims,O
to,O
learn,O
k,B
-,I
testable,I
languages,I
",",O
has,O
been,O
applied,O
to,O
stress,B
systems,I
with,O
some,O
success,O
.,O
The,O
family,O
of,O
k,B
-,I
testable,I
languages,I
has,O
been,O
shown,O
to,O
be,O
efficiently,O
learnable,B
(,O
in,O
polynomial,B
time,I
),O
.,O
Here,O
",",O
we,O
extend,O
this,O
approach,O
to,O
k,B
",",O
l,B
-,I
local,I
languages,I
by,O
taking,O
not,O
only,O
left,B
context,I
",",O
but,O
also,O
right,B
context,I
",",O
into,O
account,O
.,O
We,O
consider,O
empirical,O
results,O
testing,O
the,O
performance,O
of,O
our,O
learner,B
using,O
various,O
amounts,O
of,O
context,B
(,O
corresponding,O
to,O
varying,O
definitions,O
of,O
phonological,B
locality,I
),O
.,O
Our,O
results,O
show,O
that,O
our,O
approach,O
of,O
learning,O
stress,B
patterns,I
using,O
state,B
-,I
merging,I
is,O
more,O
reliant,O
on,O
left,B
context,I
than,O
on,O
right,B
context,I
.,O
Additionally,O
",",O
some,O
stress,B
systems,I
fail,O
to,O
be,O
learned,O
by,O
our,O
learner,B
using,O
either,O
the,O
left,B
-,I
context,I
k,I
-,I
testable,I
or,O
the,O
left,B
-,I
and,I
-,I
right,I
-,I
context,I
k,I
",",O
l,B
-,I
local,I
learning,I
system,I
.,O
A,O
more,O
complex,O
merging,B
strategy,I
",",O
and,O
hence,O
grammar,B
representation,I
",",O
is,O
required,O
for,O
these,O
stress,B
systems,I
.,O
This,O
article,O
presents,O
a,O
probabilistic,B
hierarchical,I
clustering,I
model,I
for,O
morphological,B
segmentation,I
.,O
In,O
contrast,O
to,O
existing,O
approaches,O
to,O
morphology,B
learning,I
",",O
our,O
method,O
allows,O
learning,O
hierarchical,B
organization,I
of,I
word,I
morphology,I
as,O
a,O
collection,O
of,O
tree,B
structured,I
paradigms,I
.,O
The,O
model,B
is,O
fully,B
unsupervised,I
and,O
based,O
on,O
the,O
hierarchical,B
Dirichlet,I
process,I
.,O
Tree,B
hierarchies,I
are,O
learned,O
along,O
with,O
the,O
corresponding,O
morphological,B
paradigms,I
simultaneously,O
.,O
Our,O
model,O
is,O
evaluated,O
on,O
Morpho,B
Challenge,I
and,O
shows,O
competitive,O
performance,O
when,O
compared,O
to,O
state,B
-,I
of,I
-,I
the,I
-,I
art,I
unsupervised,B
morphological,I
segmentation,I
systems,I
.,O
Although,O
we,O
apply,O
this,O
model,O
for,O
morphological,B
segmentation,I
",",O
the,O
model,B
itself,O
can,O
also,O
be,O
used,O
for,O
hierarchical,B
clustering,I
of,O
other,O
types,O
of,O
data,O
.,O
Ensemble,B
methods,I
using,O
multiple,O
classifiers,B
have,O
proven,O
to,O
be,O
among,O
the,O
most,O
successful,O
approaches,O
for,O
the,O
task,O
of,O
Native,B
Language,I
Identification,I
(,O
NLI,B
),O
",",O
achieving,O
the,O
current,O
state,B
of,I
the,I
art,I
.,O
However,O
",",O
a,O
systematic,B
examination,I
of,O
ensemble,B
methods,I
for,O
NLI,B
has,O
yet,O
to,O
be,O
conducted,O
.,O
Additionally,O
",",O
deeper,O
ensemble,B
architectures,I
such,O
as,O
classifier,B
stacking,I
have,O
not,O
been,O
closely,O
evaluated,O
.,O
We,O
present,O
a,O
set,O
of,O
experiments,O
using,O
three,B
ensemble,I
-,I
based,I
models,I
",",O
testing,O
each,O
with,O
multiple,O
configurations,B
and,O
algorithms,B
.,O
This,O
includes,O
a,O
rigorous,O
application,O
of,O
meta,B
-,I
classification,I
models,I
for,O
NLI,B
",",O
achieving,O
state,B
-,I
of,I
-,I
the,I
-,I
art,I
results,O
on,O
several,O
large,O
data,B
sets,I
",",O
evaluated,O
in,O
both,O
intra,B
-,I
corpus,I
and,O
cross,B
-,I
corpus,I
modes,I
.,O
We,O
study,O
the,O
parsing,B
complexity,I
of,O
Combinatory,B
Categorial,I
Grammar,I
(,O
CCG,B
),O
in,O
the,O
formalism,B
of,I
Vijay,I
-,I
Shanker,I
and,I
Weir,I
(,O
1994,O
),O
.,O
As,O
our,O
main,O
result,O
",",O
we,O
prove,O
that,O
any,O
algorithm,I
for,O
this,O
formalism,B
will,O
take,O
in,O
the,O
worst,O
case,O
exponential,B
time,O
when,O
the,O
size,O
of,O
the,O
grammar,B
",",O
and,O
not,O
only,O
the,O
length,O
of,O
the,O
input,B
sentence,I
",",O
is,O
included,O
in,O
the,O
analysis,O
.,O
This,O
sets,O
the,O
formalism,B
of,I
Vijay,I
-,I
Shanker,I
and,I
Weir,I
(,O
1994,O
),O
apart,O
from,O
weakly,B
equivalent,I
formalisms,I
such,O
as,O
Tree,B
Adjoining,I
Grammar,I
",",O
for,O
which,O
can,O
be,O
performed,O
in,O
time,B
polynomial,I
in,O
the,O
combined,O
size,O
of,O
grammar,B
and,O
input,B
sentence,I
.,O
Our,O
results,O
contribute,O
to,O
a,O
refined,O
understanding,O
of,O
the,O
class,B
of,O
mildly,B
context,I
-,I
sensitive,I
grammars,I
",",O
and,O
inform,O
the,O
search,O
for,O
new,O
",",O
mildly,B
context,I
-,I
sensitive,I
versions,I
of,I
CCG,I
.,O
Nominal,B
compounds,I
such,O
as,O
red,O
wine,O
and,O
nut,O
case,O
display,O
a,O
continuum,B
of,O
compositionality,I
",",O
with,O
varying,O
contributions,O
from,O
the,O
components,O
of,O
the,O
compound,O
to,O
its,O
semantics,B
.,O
This,O
article,O
proposes,O
a,O
framework,O
for,O
compound,B
compositionality,I
prediction,I
using,O
distributional,B
semantic,I
models,I
",",O
evaluating,O
to,O
what,O
extent,O
they,O
capture,O
idiomaticity,O
compared,O
to,O
human,O
judgments,O
.,O
For,O
evaluation,O
",",O
we,O
introduce,O
data,B
sets,I
containing,O
human,O
judgments,O
in,O
three,O
languages,O
:,O
English,O
",",O
French,O
",",O
and,O
Portuguese,O
.,O
The,O
results,O
obtained,O
reveal,O
a,O
high,O
agreement,O
between,O
the,O
models,I
and,O
human,O
predictions,O
",",O
suggesting,O
that,O
they,O
are,O
able,O
to,O
incorporate,O
information,O
about,O
idiomaticity,B
.,O
We,O
also,O
present,O
an,O
in,O
-,O
depth,O
evaluation,O
of,O
various,O
factors,O
that,O
can,O
affect,O
prediction,O
",",O
such,O
as,O
model,O
and,O
corpus,B
parameters,I
and,O
compositionality,B
operations,I
.,O
General,O
crosslingual,B
analyses,I
reveal,O
the,O
impact,O
of,O
morphological,B
variation,I
and,O
corpus,B
size,O
in,O
the,O
ability,O
of,O
the,O
model,B
to,O
predict,O
compositionality,B
",",O
and,O
of,O
a,O
uniform,B
combination,I
of,O
the,O
components,O
for,O
best,O
results,O
.,O
Sound,B
correspondence,I
patterns,I
play,O
a,O
crucial,O
role,O
for,O
linguistic,B
reconstruction,I
.,O
Linguists,B
use,O
them,O
to,O
prove,O
language,B
relationship,I
",",O
to,O
reconstruct,O
proto,B
-,O
forms,I
",",O
and,O
for,O
classical,O
phylogenetic,B
reconstruction,I
based,O
on,O
shared,O
innovations,O
.,O
Cognate,B
words,I
that,O
fail,O
to,O
conform,O
with,O
expected,O
patterns,O
can,O
further,O
point,O
to,O
various,O
kinds,O
of,O
exceptions,O
in,O
sound,B
change,I
",",O
such,O
as,O
analogy,B
or,O
assimilation,B
of,O
frequent,O
words,O
.,O
Here,O
I,O
present,O
an,O
automatic,O
method,O
for,O
the,O
inference,O
of,O
sound,B
correspondence,I
patterns,I
across,O
multiple,O
languages,O
based,O
on,O
a,O
network,B
approach,I
.,O
The,O
core,O
idea,O
is,O
to,O
represent,O
all,O
columns,O
in,O
aligned,B
cognate,I
sets,I
as,O
nodes,B
in,O
a,O
network,B
with,O
edges,B
representing,O
the,O
degree,O
of,O
compatibility,O
between,O
the,O
nodes,B
.,O
The,O
task,O
of,O
inferring,O
all,O
compatible,B
correspondence,I
sets,I
can,O
then,O
be,O
handled,O
as,O
the,O
well,O
-,O
known,O
minimum,B
clique,I
cover,I
problem,I
in,O
graph,B
theory,I
",",O
which,O
essentially,O
seeks,O
to,O
split,O
the,O
graph,B
into,O
the,O
smallest,O
number,O
of,O
cliques,B
in,O
which,O
each,O
node,B
is,O
represented,O
by,O
exactly,O
one,O
clique,B
.,O
The,O
resulting,O
partitions,O
represent,O
all,O
correspondence,B
patterns,I
that,O
can,O
be,O
inferred,O
for,O
a,O
given,O
data,O
set,O
.,O
By,O
excluding,O
those,O
patterns,O
that,O
occur,O
in,O
only,O
a,O
few,O
cognate,B
sets,I
",",O
the,O
core,O
of,O
regularly,O
